Linux 6.17.0-35-generic (rs-lab) 	06/14/2026 	_x86_64_	(20 CPU)

04:48:14 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:48:26 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:26 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:26 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:27 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:27 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:28 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:28 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:29 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:29 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:30 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:30 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:31 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:31 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:32 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:32 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:33 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:33 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:34 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:34 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:35 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:35 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:36 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:36 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:37 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:37 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:38 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:38 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:39 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:39 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:40 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:40 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:41 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:41 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:42 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524125    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524129    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524130    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:42 PM     0         -   2524342    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:43 PM     0   2524117         -    0.00    0.00    0.00    0.00    0.00    16  upf
04:48:43 PM     0         -   2524117    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:43 PM     0         -   2524120    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:43 PM     0         -   2524121    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:43 PM     0         -   2524122    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:43 PM     0         -   2524123    0.00    0.00    0.00    0.00    0.00    16  |__upf
04:48:43 PM     0         -   2524124    0.00    0.00    0.00    0.00    0.00    16  |__upf
